Local file,Remote exists,Local hash,Remote hash,Status
figures/comparison/C3_similarity_comparison.pdf,True,e3c8679adbc04a5789241f264a525ea8a2d183a5a989ddd028154e6e1b95444c,e3c8679adbc04a5789241f264a525ea8a2d183a5a989ddd028154e6e1b95444c,PASS
figures/comparison/C3_similarity_comparison.png,True,2fbf31f703621f4f7f4701d984f1d0a87a001a8607e619a3cc44dd1eb22a209c,2fbf31f703621f4f7f4701d984f1d0a87a001a8607e619a3cc44dd1eb22a209c,PASS
figures/comparison/C4_aligned_prevalence_comparison.pdf,True,0669f4d60ce64cfd00c683f9516f298bfa08dd0b406340f1461067f692e43312,0669f4d60ce64cfd00c683f9516f298bfa08dd0b406340f1461067f692e43312,PASS
figures/comparison/C4_aligned_prevalence_comparison.png,True,296252562f3c17eba86fe60a932db18fccc5abc47faf60871bb89fac4ad02c82,296252562f3c17eba86fe60a932db18fccc5abc47faf60871bb89fac4ad02c82,PASS
figures/comparison/C5_representation_metrics_comparison.pdf,True,081593e28b5dada7b3e21f603b92315b0b826364c17e4335c0f157907f4753ac,081593e28b5dada7b3e21f603b92315b0b826364c17e4335c0f157907f4753ac,PASS
figures/comparison/C5_representation_metrics_comparison.png,True,f29919e23e01a2d8894c766ecb9ff7f0977c05081d391b362a6fd16428d2204d,f29919e23e01a2d8894c766ecb9ff7f0977c05081d391b362a6fd16428d2204d,PASS
figures/comparison/C6_topic_correspondence_network.pdf,True,71b8639c055e2883cca3face3eda767a8673ca83c37fab68b1e5518c3a8844ed,71b8639c055e2883cca3face3eda767a8673ca83c37fab68b1e5518c3a8844ed,PASS
figures/comparison/C6_topic_correspondence_network.png,True,ee9d0924e49ff4966443b49aacf0673532fbf47241f28832cb0116dd3ad78927,ee9d0924e49ff4966443b49aacf0673532fbf47241f28832cb0116dd3ad78927,PASS
figures/fulltext/F10_seed_similarity_heatmap.pdf,True,9e37210425897e325d7f9ea6227251ea3f551c495942036be77c627f58c7ac49,9e37210425897e325d7f9ea6227251ea3f551c495942036be77c627f58c7ac49,PASS
figures/fulltext/F10_seed_similarity_heatmap.png,True,e074d2c444a11814809ded1fa14a37d9fec03dc0dbc6a4d195c27a23908a35fc,e074d2c444a11814809ded1fa14a37d9fec03dc0dbc6a4d195c27a23908a35fc,PASS
figures/fulltext/F15_dominant_topic_confidence.pdf,True,694ce78f3d0044d0d60af409fd7fe078d33cb8c5ba601034ead265561a81798b,694ce78f3d0044d0d60af409fd7fe078d33cb8c5ba601034ead265561a81798b,PASS
figures/fulltext/F15_dominant_topic_confidence.png,True,fb2293164d2fae5a44bdee5e4e515ab8566a6216dbe62ca75b1f5503f4a72e3f,fb2293164d2fae5a44bdee5e4e515ab8566a6216dbe62ca75b1f5503f4a72e3f,PASS
figures/fulltext/F16_cross_k_persistence_heatmap.pdf,True,82e0db8f4fd8a422fe006c6651a983a50a942d76a12340537fef63c95f42c0f3,82e0db8f4fd8a422fe006c6651a983a50a942d76a12340537fef63c95f42c0f3,PASS
figures/fulltext/F16_cross_k_persistence_heatmap.png,True,ffb6efd01c63966f2617bbc64ce39d70515f824996c0ed66e098b3a35b65ed1c,ffb6efd01c63966f2617bbc64ce39d70515f824996c0ed66e098b3a35b65ed1c,PASS
figures/fulltext/F17_cross_k_persistence_summary.pdf,True,cc8c51287241aacbef1cace38f5ae70bc2136d8e88711298f0b6003e511d9e8d,cc8c51287241aacbef1cace38f5ae70bc2136d8e88711298f0b6003e511d9e8d,PASS
figures/fulltext/F17_cross_k_persistence_summary.png,True,2c4acca6c936a43172b1b9d1d950160d2d090c3a2b0261fdf7ea9f46cf6e4e90,2c4acca6c936a43172b1b9d1d950160d2d090c3a2b0261fdf7ea9f46cf6e4e90,PASS
figures/fulltext/F19_length_distribution.pdf,True,d744f244eb4372681aec684106900b4a4b913fb0b11a93d65bd1fa331ad67cf5,d744f244eb4372681aec684106900b4a4b913fb0b11a93d65bd1fa331ad67cf5,PASS
figures/fulltext/F19_length_distribution.png,True,9aa7701080b89c5f13d1553338e23d262db794094622a5c88c08d52289e087de,9aa7701080b89c5f13d1553338e23d262db794094622a5c88c08d52289e087de,PASS
figures/fulltext/F1_cv_vs_k.pdf,True,7f828884d6d72d006997d56c858f9e7c03c3377e7ded9388e9fb9f547e303184,7f828884d6d72d006997d56c858f9e7c03c3377e7ded9388e9fb9f547e303184,PASS
figures/fulltext/F1_cv_vs_k.png,True,e7b1fc9c46d046dff767102bd9c2e6cd8da60c5204b5f06041d34c9502181c18,e7b1fc9c46d046dff767102bd9c2e6cd8da60c5204b5f06041d34c9502181c18,PASS
figures/fulltext/F20_length_vs_confidence.pdf,True,5e1ace34c4678ee82a271b92be2c9136660d0d3092245ab1d7c90943ed33cd1d,5e1ace34c4678ee82a271b92be2c9136660d0d3092245ab1d7c90943ed33cd1d,PASS
figures/fulltext/F20_length_vs_confidence.png,True,e9455a6735892b12193e4b377a64ac802c9a58048ae610ca9b86c7e9580a28e9,e9455a6735892b12193e4b377a64ac802c9a58048ae610ca9b86c7e9580a28e9,PASS
figures/fulltext/F21_length_balanced_similarity.pdf,True,9a60c0386629032980f1f165708bf3869b3e9390d4dd70545380acb3bda5d1b5,9a60c0386629032980f1f165708bf3869b3e9390d4dd70545380acb3bda5d1b5,PASS
figures/fulltext/F21_length_balanced_similarity.png,True,9b534080baf9465e219a3393b098185a173b0e912f002799de29de894247a5f5,9b534080baf9465e219a3393b098185a173b0e912f002799de29de894247a5f5,PASS
figures/fulltext/F2_cnpmi_vs_k.pdf,True,8cfbf1d312950bcfba9e3d26b3d87fec6ce05b5817d7d27da4a449189e6deffd,8cfbf1d312950bcfba9e3d26b3d87fec6ce05b5817d7d27da4a449189e6deffd,PASS
figures/fulltext/F2_cnpmi_vs_k.png,True,ed6db307b1a1ef39bd41e7079d96437f1232895556de294feaa67fc2f0c0036e,ed6db307b1a1ef39bd41e7079d96437f1232895556de294feaa67fc2f0c0036e,PASS
figures/fulltext/F3_stability_vs_k.pdf,True,2e3d63994d6fe06c7802f763402f6015bd8042f500a34e32dfbc53018159e5c6,2e3d63994d6fe06c7802f763402f6015bd8042f500a34e32dfbc53018159e5c6,PASS
figures/fulltext/F3_stability_vs_k.png,True,663b0d8c2fcc362c5d07f3cc796217d254df21abbfa8d75bbf2a5be87e873390,663b0d8c2fcc362c5d07f3cc796217d254df21abbfa8d75bbf2a5be87e873390,PASS
figures/fulltext/F4_diversity_vs_k.pdf,True,3ae2c52dbcc69d5b98efc5af7ed9d3d1d0beafe3e2ce3d090c35fc5a6ca8f9fa,3ae2c52dbcc69d5b98efc5af7ed9d3d1d0beafe3e2ce3d090c35fc5a6ca8f9fa,PASS
figures/fulltext/F4_diversity_vs_k.png,True,af37ba2e1b7733a40d6ae469dbe4faa5ca86b4b5bb378ab3015252870050d1eb,af37ba2e1b7733a40d6ae469dbe4faa5ca86b4b5bb378ab3015252870050d1eb,PASS
figures/fulltext/F5_redundancy_vs_k.pdf,True,bfe3525b28977318823c4a2674991ec48e65787ed8c6beef35d46db2cb5dc016,bfe3525b28977318823c4a2674991ec48e65787ed8c6beef35d46db2cb5dc016,PASS
figures/fulltext/F5_redundancy_vs_k.png,True,75a3feb8ae49040e29d0c42352d9249dfb584cc1052f8ef1f3b415aef1f93ed0,75a3feb8ae49040e29d0c42352d9249dfb584cc1052f8ef1f3b415aef1f93ed0,PASS
figures/fulltext/F6_thin_zero_topics_vs_k.pdf,True,c4bc8914bade5dbba1d01ad06819f28bb773ca8dd7e1a71d43f699a711caaaa4,c4bc8914bade5dbba1d01ad06819f28bb773ca8dd7e1a71d43f699a711caaaa4,PASS
figures/fulltext/F6_thin_zero_topics_vs_k.png,True,15c0f0e8a8dd49df87a56305517547ea91c4b3090636db005613b0243d4a0221,15c0f0e8a8dd49df87a56305517547ea91c4b3090636db005613b0243d4a0221,PASS
figures/fulltext/F7_combined_model_selection.pdf,True,be321772d913265c45bb959b846fae141320e6516fbb0938b7b71a8d3eed6bbe,be321772d913265c45bb959b846fae141320e6516fbb0938b7b71a8d3eed6bbe,PASS
figures/fulltext/F7_combined_model_selection.png,True,ce7d91ba2af51832e8659c797ea7cb1791f9d194401f5889d4909ff11486b200,ce7d91ba2af51832e8659c797ea7cb1791f9d194401f5889d4909ff11486b200,PASS
figures/fulltext/F_confidence_margin_entropy.pdf,True,ca305c92f7ce599ec0af4fba7e35ac951a30f054b75166cc6e67f741684b9861,ca305c92f7ce599ec0af4fba7e35ac951a30f054b75166cc6e67f741684b9861,PASS
figures/fulltext/F_confidence_margin_entropy.png,True,900b7a6f781f44b3c39153e269514150703eafd7c34e664df33375c7b018f703,900b7a6f781f44b3c39153e269514150703eafd7c34e664df33375c7b018f703,PASS
figures/fulltext/F_document_topic_heatmap.pdf,True,bacbb6d45783c429b7e10f0aca8844b741aa0a0017dc84f9bdb7a287d7db094b,bacbb6d45783c429b7e10f0aca8844b741aa0a0017dc84f9bdb7a287d7db094b,PASS
figures/fulltext/F_document_topic_heatmap.png,True,5ee045f373aece1da42eec91e7a82741efdeb4a4ef18a425ff3f0757721db0c7,5ee045f373aece1da42eec91e7a82741efdeb4a4ef18a425ff3f0757721db0c7,PASS
figures/fulltext/F_representative_studies.pdf,True,677307a26b2e7dfa326f3bee9a6be7b6f2803dd0cddf8b9849cf2cc67ad48342,677307a26b2e7dfa326f3bee9a6be7b6f2803dd0cddf8b9849cf2cc67ad48342,PASS
figures/fulltext/F_representative_studies.png,True,fb5b764ee94967be22709de944df53e6771c9a261c7f09e915af40ee92a872b3,fb5b764ee94967be22709de944df53e6771c9a261c7f09e915af40ee92a872b3,PASS
figures/fulltext/F_top_terms.pdf,True,b887c5aa5e004c8e1c9e108b57ab1c74b17e75745c874392efc257bdb65ac4b8,b887c5aa5e004c8e1c9e108b57ab1c74b17e75745c874392efc257bdb65ac4b8,PASS
figures/fulltext/F_top_terms.png,True,09ef5476bb517f8c1f6d648bddb7804fc4b3eea257014590fd11c001090fd21c,09ef5476bb517f8c1f6d648bddb7804fc4b3eea257014590fd11c001090fd21c,PASS
figures/fulltext/F_topic_prevalence.pdf,True,e61581c7180f2b025be3838bef16f1765e6ac8d955d4f5432305decbcfe9c55d,e61581c7180f2b025be3838bef16f1765e6ac8d955d4f5432305decbcfe9c55d,PASS
figures/fulltext/F_topic_prevalence.png,True,1782b1199e9a518b9e1683b3abfbe31c0f840138d515edacb50acb6af3de1287,1782b1199e9a518b9e1683b3abfbe31c0f840138d515edacb50acb6af3de1287,PASS
figures/fulltext/F_topic_similarity_matrix.pdf,True,0f8dce661254cf5b3c169fa0d7a367674a4c198713a436fc9a3a32a5c09eb66a,0f8dce661254cf5b3c169fa0d7a367674a4c198713a436fc9a3a32a5c09eb66a,PASS
figures/fulltext/F_topic_similarity_matrix.png,True,004e34362d44f21563e641076f517b7140ecbb7a3da99c72d0a0ae111df93eb1,004e34362d44f21563e641076f517b7140ecbb7a3da99c72d0a0ae111df93eb1,PASS
figures/human_validation/HF1_3_ratings_by_topic.pdf,True,71d7b92e8c92fc532f6906bd10a0321b4857aa3820a4ff52bc108197a52556d0,71d7b92e8c92fc532f6906bd10a0321b4857aa3820a4ff52bc108197a52556d0,PASS
figures/human_validation/HF1_3_ratings_by_topic.png,True,842aa3159184465a4eaf9219372ef260ca1374456f664895d0a2da306e86c19a,842aa3159184465a4eaf9219372ef260ca1374456f664895d0a2da306e86c19a,PASS
figures/human_validation/HF4_rater_comparison.pdf,True,9ba13b4d7492abd5be6d6278b8652015e4202ca6c9c17592804aa2abbcc10016,9ba13b4d7492abd5be6d6278b8652015e4202ca6c9c17592804aa2abbcc10016,PASS
figures/human_validation/HF4_rater_comparison.png,True,b4333eb872f9ac815e81addc1d718167ee922f2a40d818c9842b01c36b72ee8c,b4333eb872f9ac815e81addc1d718167ee922f2a40d818c9842b01c36b72ee8c,PASS
figures/human_validation/HF5_combined_profile.pdf,True,146f2047f0cd88eb4096d7b87c8d428711a50a51295510ee0872770f6120d28a,146f2047f0cd88eb4096d7b87c8d428711a50a51295510ee0872770f6120d28a,PASS
figures/human_validation/HF5_combined_profile.png,True,a2c48543af89ecc5f76800df8977354ecfe376c91eba6f4d0ef43f5839dd0806,a2c48543af89ecc5f76800df8977354ecfe376c91eba6f4d0ef43f5839dd0806,PASS
figures/human_validation/HM1_ratings_by_candidate_model.pdf,True,32c61676bb2e564b035e90317ce9ea09d93230bdde30ba66dc859aa2843299f2,32c61676bb2e564b035e90317ce9ea09d93230bdde30ba66dc859aa2843299f2,PASS
figures/human_validation/HM1_ratings_by_candidate_model.png,True,749c344f001067082a938312d09d41962f433d7a40e1083cdee9fa28989cbb7b,749c344f001067082a938312d09d41962f433d7a40e1083cdee9fa28989cbb7b,PASS
figures/human_validation/HM2_rater_comparison_by_model.pdf,True,b137cafa39e4137771210fbddf3691d84bfa9584c824547a288486754e0bedaf,b137cafa39e4137771210fbddf3691d84bfa9584c824547a288486754e0bedaf,PASS
figures/human_validation/HM2_rater_comparison_by_model.png,True,3612ac5ea0ea3fb9012348dec582997870d5f3a443fb43826e393091b5b54067,3612ac5ea0ea3fb9012348dec582997870d5f3a443fb43826e393091b5b54067,PASS
figures/human_validation/HM3_preferred_topic_count.pdf,True,2eefc457d7b605f2e1308426b71580c95298d52f4ab7acca9918bbc765bdb290,2eefc457d7b605f2e1308426b71580c95298d52f4ab7acca9918bbc765bdb290,PASS
figures/human_validation/HM3_preferred_topic_count.png,True,56940e0ac579bde336f77ceb1fd14a1f0192284da68d0ceb0218079823410c7d,56940e0ac579bde336f77ceb1fd14a1f0192284da68d0ceb0218079823410c7d,PASS
figures/metadata/M10_seed_similarity_heatmap.pdf,True,0e15c340734bf9f4f4c842a3e83c1aa470b4d57b5427e8a2cdc8396c17c23695,0e15c340734bf9f4f4c842a3e83c1aa470b4d57b5427e8a2cdc8396c17c23695,PASS
figures/metadata/M10_seed_similarity_heatmap.png,True,5eda2b5f1cadf229c591ac9dc1464b227526a526d6946c0e26ae56d6d2a3cf2b,5eda2b5f1cadf229c591ac9dc1464b227526a526d6946c0e26ae56d6d2a3cf2b,PASS
figures/metadata/M15_dominant_topic_confidence.pdf,True,32e50c802677ab2fc730fcf20446b03ea1ba36fa436fae78e02d7e26d13e29e2,32e50c802677ab2fc730fcf20446b03ea1ba36fa436fae78e02d7e26d13e29e2,PASS
figures/metadata/M15_dominant_topic_confidence.png,True,55ca24419474702c41a10fb081a2601e12377d7da25be99bc1c306bf5c218a05,55ca24419474702c41a10fb081a2601e12377d7da25be99bc1c306bf5c218a05,PASS
figures/metadata/M1_cv_vs_k.pdf,True,889701c0b8dd669258d6eb0a615282de11037d682ce8e5e7336dc8ca14329389,889701c0b8dd669258d6eb0a615282de11037d682ce8e5e7336dc8ca14329389,PASS
figures/metadata/M1_cv_vs_k.png,True,77a07b0b9f952bd74a922e654e9076a3f856f4686e9a31a31919f1774e7a8cef,77a07b0b9f952bd74a922e654e9076a3f856f4686e9a31a31919f1774e7a8cef,PASS
figures/metadata/M2_cnpmi_vs_k.pdf,True,98fce21848f84630915ecadcfd66d2cd982df4a7ed60f3a5aa9248a81cb6ec9b,98fce21848f84630915ecadcfd66d2cd982df4a7ed60f3a5aa9248a81cb6ec9b,PASS
figures/metadata/M2_cnpmi_vs_k.png,True,a7531cd729dc6dd7abb8f42e356d89d0e4d01a0c10b678471ca691548c9da2ce,a7531cd729dc6dd7abb8f42e356d89d0e4d01a0c10b678471ca691548c9da2ce,PASS
figures/metadata/M3_stability_vs_k.pdf,True,1647bc29cb8db93d6567c79e811f60aad24061a1df203a61f1ff4bb6c3dd515b,1647bc29cb8db93d6567c79e811f60aad24061a1df203a61f1ff4bb6c3dd515b,PASS
figures/metadata/M3_stability_vs_k.png,True,7d1aa6c50d78f54f5b669ac97377dc69e133329a9b9413ffc3b42ea76321c680,7d1aa6c50d78f54f5b669ac97377dc69e133329a9b9413ffc3b42ea76321c680,PASS
figures/metadata/M4_diversity_vs_k.pdf,True,bcc681d5cf0ad7f24053d912d4c9cfabc42db1cc43a1e8362a5a450e7da006c1,bcc681d5cf0ad7f24053d912d4c9cfabc42db1cc43a1e8362a5a450e7da006c1,PASS
figures/metadata/M4_diversity_vs_k.png,True,095d6da0426e5fd235791db89c62b885895479fe6e1ebb10d6b7d99ded9541ce,095d6da0426e5fd235791db89c62b885895479fe6e1ebb10d6b7d99ded9541ce,PASS
figures/metadata/M5_redundancy_vs_k.pdf,True,068397341bb5bb039bb740674f396528d10430bebf2e4ab681bda23429f52464,068397341bb5bb039bb740674f396528d10430bebf2e4ab681bda23429f52464,PASS
figures/metadata/M5_redundancy_vs_k.png,True,038e54279501742c1b4be25a359cfc052479937e63568631e48c42587ce31b1b,038e54279501742c1b4be25a359cfc052479937e63568631e48c42587ce31b1b,PASS
figures/metadata/M6_thin_zero_topics_vs_k.pdf,True,536aa93bd9d501655e7913b414a37a51751d4b63a4c4b16e765f967db0577e0f,536aa93bd9d501655e7913b414a37a51751d4b63a4c4b16e765f967db0577e0f,PASS
figures/metadata/M6_thin_zero_topics_vs_k.png,True,40b3e4f77a2dcf2d8c7495b1b06e2e9f183180e95755e095975e0ca5ed655e19,40b3e4f77a2dcf2d8c7495b1b06e2e9f183180e95755e095975e0ca5ed655e19,PASS
figures/metadata/M7_combined_model_selection.pdf,True,f6e12dc1b39462b5a88de507ba688b0bfdd8dce3fd6dd93d392bebc971f8820b,f6e12dc1b39462b5a88de507ba688b0bfdd8dce3fd6dd93d392bebc971f8820b,PASS
figures/metadata/M7_combined_model_selection.png,True,2b48d0380571729d733048187027e03ea612a4f48850f81454cec156b73a6c50,2b48d0380571729d733048187027e03ea612a4f48850f81454cec156b73a6c50,PASS
figures/metadata/M8_candidate_comparison_dominant_counts.pdf,True,31d8884a8b055c40cc38459d04ca899333e382f5ab634d2fc6a490bd0724b2b5,31d8884a8b055c40cc38459d04ca899333e382f5ab634d2fc6a490bd0724b2b5,PASS
figures/metadata/M8_candidate_comparison_dominant_counts.png,True,db3f7a6f0bcd5cd59ec59167808ad76605354118e033011c0caf725ce599737a,db3f7a6f0bcd5cd59ec59167808ad76605354118e033011c0caf725ce599737a,PASS
figures/metadata/M9_candidate_prevalence.pdf,True,120cbbfc1871a88d17ea08ef619fae6e05364df5c73ea6dc0ec1c1bb0308ec7d,120cbbfc1871a88d17ea08ef619fae6e05364df5c73ea6dc0ec1c1bb0308ec7d,PASS
figures/metadata/M9_candidate_prevalence.png,True,b303b3a8e733353bd518db27d5b561731923b54573084b7f7dc9a1ba7e8631e9,b303b3a8e733353bd518db27d5b561731923b54573084b7f7dc9a1ba7e8631e9,PASS
figures/metadata/M_confidence_margin_entropy.pdf,True,670eb8bd3786bc1f8e3b110fe537ab121dd1052e2c519a6a9ade8d0b9c6aa276,670eb8bd3786bc1f8e3b110fe537ab121dd1052e2c519a6a9ade8d0b9c6aa276,PASS
figures/metadata/M_confidence_margin_entropy.png,True,1a0841c3a3d5f050da13e005eb6a34a37b7ef93a0c01c2f920c551d59331221c,1a0841c3a3d5f050da13e005eb6a34a37b7ef93a0c01c2f920c551d59331221c,PASS
figures/metadata/M_document_topic_heatmap.pdf,True,e96c0fb3976e665c610ea68670cbd490a71c74b8b260c2972f17b784d5fb30a4,e96c0fb3976e665c610ea68670cbd490a71c74b8b260c2972f17b784d5fb30a4,PASS
figures/metadata/M_document_topic_heatmap.png,True,754860f40c1fd89df3b89f68b1b96d05003031b1ff239fa246cc3c604be5ee95,754860f40c1fd89df3b89f68b1b96d05003031b1ff239fa246cc3c604be5ee95,PASS
figures/metadata/M_representative_studies.pdf,True,5a4c2161a717c6b3656851fdee94da1c9c8db11b78e15a8d7a949b912affcd57,5a4c2161a717c6b3656851fdee94da1c9c8db11b78e15a8d7a949b912affcd57,PASS
figures/metadata/M_representative_studies.png,True,b9ab52dfe04f92e0156797ab8136f465ff8176aa5fe2229da178550dbf87ea57,b9ab52dfe04f92e0156797ab8136f465ff8176aa5fe2229da178550dbf87ea57,PASS
figures/metadata/M_top_terms.pdf,True,1736db06216a51d36895d72332a21995f487cd303c1ff32c582961e4fbcdc22e,1736db06216a51d36895d72332a21995f487cd303c1ff32c582961e4fbcdc22e,PASS
figures/metadata/M_top_terms.png,True,062951a1f0a409631c675275c568b10840231ad03e32f945c721737d3c537650,062951a1f0a409631c675275c568b10840231ad03e32f945c721737d3c537650,PASS
figures/metadata/M_topic_prevalence.pdf,True,b7ce354e0711b397d854a05f22ead9888df39a89898d99fe09439a9c2a929145,b7ce354e0711b397d854a05f22ead9888df39a89898d99fe09439a9c2a929145,PASS
figures/metadata/M_topic_prevalence.png,True,2a897a7ef2a15617d327ceb445d7968eec12022fa86ece4b309302247578f0f8,2a897a7ef2a15617d327ceb445d7968eec12022fa86ece4b309302247578f0f8,PASS
figures/metadata/M_topic_similarity_matrix.pdf,True,6d6a8883117bab9b59c3f78b6a867b031ac61540295c54603076c24b1ba98cd8,6d6a8883117bab9b59c3f78b6a867b031ac61540295c54603076c24b1ba98cd8,PASS
figures/metadata/M_topic_similarity_matrix.png,True,721e57bddfeacf2472631e5fa83f035f6bcc55e353fe5b142c554be32288aa52,721e57bddfeacf2472631e5fa83f035f6bcc55e353fe5b142c554be32288aa52,PASS
figures/robustness/R1_subsampling_topic_similarity_js.pdf,True,ae39d6340a532f6961ffe274aa3c5b2624326b471f5d9546d09a6b96a5fa55df,ae39d6340a532f6961ffe274aa3c5b2624326b471f5d9546d09a6b96a5fa55df,PASS
figures/robustness/R1_subsampling_topic_similarity_js.png,True,570f8a24d7986bac176398651dcc12f69189319783852d533e945c3531cb5f5f,570f8a24d7986bac176398651dcc12f69189319783852d533e945c3531cb5f5f,PASS
figures/robustness/R2_subsampling_ari.pdf,True,1ad5d359b7ed2331cbd68593f483ed668108778a209fe42f95999101aa193a10,1ad5d359b7ed2331cbd68593f483ed668108778a209fe42f95999101aa193a10,PASS
figures/robustness/R2_subsampling_ari.png,True,48ef68466044fc45c4d6829c60534fc344800cd14ef54fe488656c42a9b5e900,48ef68466044fc45c4d6829c60534fc344800cd14ef54fe488656c42a9b5e900,PASS
figures/robustness/R3_subsampling_nmi.pdf,True,d88dbf7b37ff1e914bfcaddfd6a5bc723ac54dc9f23765b60fb89270ada94f9c,d88dbf7b37ff1e914bfcaddfd6a5bc723ac54dc9f23765b60fb89270ada94f9c,PASS
figures/robustness/R3_subsampling_nmi.png,True,aca280da75e462f14f7f021969e4f07865161f7df4c740ece7de8286f143261d,aca280da75e462f14f7f021969e4f07865161f7df4c740ece7de8286f143261d,PASS
figures/robustness/R4_training_effort_sensitivity.pdf,True,a3a12f9a7fca622b184291302a782169acbc311660ee44e0a31d1c04d5aa7b9d,a3a12f9a7fca622b184291302a782169acbc311660ee44e0a31d1c04d5aa7b9d,PASS
figures/robustness/R4_training_effort_sensitivity.png,True,4f957922d589cae813b7bae73a793706c9bcde1358e36812c0058bbffca8d138,4f957922d589cae813b7bae73a793706c9bcde1358e36812c0058bbffca8d138,PASS
figures/robustness/R5_dictionary_sensitivity.pdf,True,bb16141cd93a65b7f8b7cda9341e70c0529e22851dd2b0f374cbc9f79b0d4c94,bb16141cd93a65b7f8b7cda9341e70c0529e22851dd2b0f374cbc9f79b0d4c94,PASS
figures/robustness/R5_dictionary_sensitivity.png,True,70559421182b88369fa4c73c9199ccd9e842e6419b5681507de40d5f6f598d6d,70559421182b88369fa4c73c9199ccd9e842e6419b5681507de40d5f6f598d6d,PASS
